category,sub_category,product_name,manufacturer,customer_name,city,state,region,country,postal_code,order_id,order_date,ship_date,ship_mode,sales,quantity,discount,profit,profit_ratio
Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,Zebra,Joy Smith,Columbus,Ohio,East,United States,43229,CA-2011-156545,2013-02-27,2013-03-03,First Class,19.0,4,0.2,3.0,0.18
Furniture,Chairs,Global Deluxe High-Back Manager's Chair,Global,Dave Brooks,Seattle,Washington,West,United States,98115,CA-2011-104269,2013-03-01,2013-03-06,Second Class,458.0,2,0.2,51.0,0.11
Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Other,Hallie Redmond,New York City,New York,East,United States,10035,US-2011-143707,2013-03-01,2013-03-05,Standard Class,6.0,3,0.0,2.0,0.27
Furniture,Chairs,Novimex Swivel Fabric Task Chair,Novimex,Vicky Freymann,Elmhurst,Illinois,Central,United States,60126,CA-2011-113880,2013-03-01,2013-03-05,Standard Class,634.0,6,0.3,-172.0,-0.27
Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Other,Vicky Freymann,Elmhurst,Illinois,Central,United States,60126,CA-2011-113880,2013-03-01,2013-03-05,Standard Class,17.0,3,0.2,6.0,0.33
Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,Other,Shahid Collister,El Paso,Texas,Central,United States,79907,CA-2011-131009,2013-03-01,2013-03-05,Standard Class,19.0,5,0.2,-4.0,-0.19
Furniture,Chairs,Harbour Creations Steel Folding Chair,Other,Shahid Collister,El Paso,Texas,Central,United States,79907,CA-2011-131009,2013-03-01,2013-03-05,Standard Class,362.0,6,0.3,0.0,0.0
Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,DAX,Shahid Collister,El Paso,Texas,Central,United States,79907,CA-2011-131009,2013-03-01,2013-03-05,Standard Class,64.0,6,0.6,-35.0,-0.55
Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,Fellowes,Shahid Collister,El Paso,Texas,Central,United States,79907,CA-2011-131009,2013-03-01,2013-03-05,Standard Class,130.0,3,0.2,-23.0,-0.18
Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,Other,Giulietta Weimer,Houston,Texas,Central,United States,77036,CA-2011-168312,2013-03-01,2013-03-07,Standard Class,137.0,3,0.2,9.0,0.06
Furniture,Tables,Bevis Round Conference Room Tables and Bases,Bevis,Giulietta Weimer,Houston,Texas,Central,United States,77036,CA-2011-168312,2013-03-01,2013-03-07,Standard Class,377.0,3,0.3,-43.0,-0.11
Office Supplies,Envelopes,Staple envelope,Staple envelope,Kristina Nunn,New York City,New York,East,United States,10009,CA-2011-107524,2013-03-02,2013-03-08,Standard Class,11.0,2,0.0,5.0,0.47
Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",Array,Kristina Nunn,New York City,New York,East,United States,10009,CA-2011-107524,2013-03-02,2013-03-08,Standard Class,36.0,5,0.0,17.0,0.48
Office Supplies,Paper,Xerox 1971,Xerox 1971,Nicole Hansen,Philadelphia,Pennsylvania,East,United States,19120,CA-2011-111157,2013-03-02,2013-03-06,Standard Class,3.0,1,0.2,1.0,0.31
Technology,Accessories,Hypercom P1300 Pinpad,Other,Nicole Hansen,Philadelphia,Pennsylvania,East,United States,19120,CA-2011-111157,2013-03-02,2013-03-06,Standard Class,151.0,3,0.2,32.0,0.21
Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,Zebra,Ashley Jarboe,Wilmington,North Carolina,South,United States,28403,CA-2011-155852,2013-03-03,2013-03-07,Second Class,19.0,4,0.2,3.0,0.18
Technology,Phones,PowerGen Dual USB Car Charger,Other,Anne Pryor,New York City,New York,East,United States,10035,CA-2011-127964,2013-03-03,2013-03-08,Standard Class,10.0,1,0.0,5.0,0.46
Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,Ibico,Anne Pryor,New York City,New York,East,United States,10035,CA-2011-127964,2013-03-03,2013-03-08,Standard Class,126.0,3,0.2,41.0,0.33
Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Cardinal,Anne Pryor,New York City,New York,East,United States,10035,CA-2011-127964,2013-03-03,2013-03-08,Standard Class,25.0,5,0.2,9.0,0.36
Office Supplies,Labels,Avery 495,Avery,Jill Stevenson,Columbus,Ohio,East,United States,43229,US-2011-127978,2013-03-03,2013-03-08,Standard Class,15.0,3,0.2,5.0,0.33
Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,O'Sullivan,Jill Stevenson,Columbus,Ohio,East,United States,43229,US-2011-127978,2013-03-03,2013-03-08,Standard Class,302.0,5,0.5,-200.0,-0.66
Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,Eldon,Jill Stevenson,Columbus,Ohio,East,United States,43229,US-2011-127978,2013-03-03,2013-03-08,Standard Class,45.0,8,0.2,-10.0,-0.23
Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,Other,Sam Craven,Houston,Texas,Central,United States,77095,CA-2011-130421,2013-03-03,2013-03-07,Standard Class,177.0,3,0.8,-460.0,-2.6
Furniture,Tables,"Bevis Oval Conference Table, Walnut",Bevis,Eva Jacobs,San Diego,California,West,United States,92037,CA-2011-105648,2013-03-03,2013-03-07,Standard Class,626.0,3,0.2,-23.0,-0.04
Office Supplies,Storage,Sensible Storage WireTech Storage Systems,Other,Clay Ludtke,Columbia,South Carolina,South,United States,29203,CA-2011-116239,2013-03-04,2013-03-04,Same Day,355.0,5,0.0,18.0,0.05
Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",BIC,Sanjit Chand,Margate,Florida,South,United States,33063,CA-2011-117016,2013-03-04,2013-03-09,Standard Class,16.0,3,0.2,2.0,0.15
Office Supplies,Art,Newell 345,Newell,Aimee Bixby,Yonkers,New York,East,United States,10701,CA-2011-169061,2013-03-05,2013-03-08,Second Class,60.0,3,0.0,15.0,0.26
Technology,Accessories,Logitech Wireless Gaming Headset G930,Logitech,Aimee Bixby,Yonkers,New York,East,United States,10701,CA-2011-169061,2013-03-05,2013-03-08,Second Class,480.0,3,0.0,178.0,0.37
Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,Acme,Aimee Bixby,Yonkers,New York,East,United States,10701,CA-2011-169061,2013-03-05,2013-03-08,Second Class,19.0,2,0.0,5.0,0.29
Office Supplies,Binders,GBC Wire Binding Combs,GBC,Aimee Bixby,Yonkers,New York,East,United States,10701,CA-2011-169061,2013-03-05,2013-03-08,Second Class,50.0,6,0.2,17.0,0.34
Office Supplies,Paper,Xerox 1891,Xerox,Aimee Bixby,Yonkers,New York,East,United States,10701,CA-2011-169061,2013-03-05,2013-03-08,Second Class,98.0,2,0.0,46.0,0.47
Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",Global,Aaron Bergman,Seattle,Washington,West,United States,98103,CA-2011-156587,2013-03-07,2013-03-08,First Class,49.0,1,0.2,5.0,0.11
Office Supplies,Art,Newell 330,Newell,Aaron Bergman,Seattle,Washington,West,United States,98103,CA-2011-156587,2013-03-07,2013-03-08,First Class,18.0,3,0.0,5.0,0.26
Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",Carina,Aaron Bergman,Seattle,Washington,West,United States,98103,CA-2011-156587,2013-03-07,2013-03-08,First Class,243.0,3,0.0,5.0,0.02
Office Supplies,Binders,Catalog Binders with Expanding Posts,Other,Nora Pelletier,Des Moines,Washington,West,United States,98198,US-2011-131982,2013-03-07,2013-03-11,Second Class,108.0,2,0.2,34.0,0.31
Office Supplies,Art,Newell Chalk Holder,Newell,Craig Molinari,Seattle,Washington,West,United States,98103,CA-2011-104563,2013-03-07,2013-03-12,Standard Class,21.0,5,0.0,9.0,0.46
Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",Other,Craig Molinari,Seattle,Washington,West,United States,98103,CA-2011-104563,2013-03-07,2013-03-12,Standard Class,205.0,5,0.0,0.0,0.0
Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,Office Star,Craig Molinari,Seattle,Washington,West,United States,98103,CA-2011-104563,2013-03-07,2013-03-12,Standard Class,437.0,6,0.2,22.0,0.05
Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",Global,Craig Molinari,Seattle,Washington,West,United States,98103,CA-2011-104563,2013-03-07,2013-03-12,Standard Class,482.0,2,0.2,54.0,0.11
Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Other,Scott Williamson,Royal Oak,Michigan,Central,United States,48073,US-2011-100279,2013-03-10,2013-03-14,Standard Class,22.0,2,0.0,11.0,0.48
Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,Tennsco,Kean Thornton,Denver,Colorado,West,United States,80219,US-2011-140116,2013-03-10,2013-03-17,Standard Class,636.0,3,0.2,-16.0,-0.03
Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",Boston,Kean Thornton,Denver,Colorado,West,United States,80219,US-2011-140116,2013-03-10,2013-03-17,Standard Class,83.0,4,0.2,9.0,0.11
Furniture,Furnishings,Eldon Wave Desk Accessories,Eldon,Chloris Kastensmidt,Columbus,Ohio,East,United States,43229,CA-2011-166884,2013-03-11,2013-03-16,Second Class,8.0,5,0.2,2.0,0.28
Office Supplies,Fasteners,Stockwell Push Pins,Stockwell,Chloris Kastensmidt,Columbus,Ohio,East,United States,43229,CA-2011-166884,2013-03-11,2013-03-16,Second Class,10.0,6,0.2,2.0,0.16
Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",Southworth,Kelly Andreada,New York City,New York,East,United States,10024,CA-2011-158337,2013-03-11,2013-03-14,Second Class,109.0,14,0.0,49.0,0.45
Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Fellowes,Filia McAdams,Richmond,Kentucky,South,United States,40475,CA-2011-114790,2013-03-11,2013-03-13,Second Class,147.0,3,0.0,38.0,0.26
Technology,Accessories,Maxell DVD-RAM Discs,Maxell,Filia McAdams,Richmond,Kentucky,South,United States,40475,CA-2011-114790,2013-03-11,2013-03-13,Second Class,33.0,2,0.0,14.0,0.43
Technology,Phones,Panasonic KX-TG9471B,Panasonic,Filia McAdams,Richmond,Kentucky,South,United States,40475,CA-2011-114790,2013-03-11,2013-03-13,Second Class,588.0,3,0.0,165.0,0.28
Office Supplies,Paper,Xerox 198,Xerox,Filia McAdams,Richmond,Kentucky,South,United States,40475,CA-2011-114790,2013-03-11,2013-03-13,Second Class,15.0,3,0.0,7.0,0.47
Office Supplies,Art,Economy #2 Pencils,Other,Richard Bierner,Roseville,California,West,United States,95661,US-2011-103338,2013-03-11,2013-03-15,Standard Class,8.0,3,0.0,2.0,0.26
Office Supplies,Paper,Xerox 1972,Xerox,Dean Katz,Huntington Beach,California,West,United States,92646,CA-2011-157623,2013-03-14,2013-03-18,Standard Class,11.0,2,0.0,5.0,0.45
Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,Avery,Dean Katz,Huntington Beach,California,West,United States,92646,CA-2011-157623,2013-03-14,2013-03-18,Standard Class,3.0,1,0.0,1.0,0.37
Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,Global,Christine Kargatis,Chesapeake,Virginia,South,United States,23320,US-2011-125521,2013-03-14,2013-03-19,Standard Class,1140.0,4,0.0,285.0,0.25
Office Supplies,Binders,GBC Wire Binding Combs,GBC,Jason Fortune-,Logan,Utah,West,United States,84321,CA-2011-114510,2013-03-14,2013-03-19,Standard Class,33.0,4,0.2,11.0,0.34
Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,Carina,Jason Fortune-,Logan,Utah,West,United States,84321,CA-2011-114510,2013-03-14,2013-03-19,Standard Class,81.0,1,0.0,3.0,0.04
Technology,Accessories,Imation 30456 USB Flash Drive 8GB,Imation,Jason Fortune-,Logan,Utah,West,United States,84321,CA-2011-114510,2013-03-14,2013-03-19,Standard Class,83.0,12,0.0,7.0,0.08
Office Supplies,Storage,Staple magnet,Staple magnet,Jason Fortune-,Logan,Utah,West,United States,84321,CA-2011-114510,2013-03-14,2013-03-19,Standard Class,21.0,2,0.0,6.0,0.27
Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Other,Jason Fortune-,Logan,Utah,West,United States,84321,CA-2011-114510,2013-03-14,2013-03-19,Standard Class,62.0,2,0.2,20.0,0.33
Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Hewlett-Packard,Rick Bensley,Chicago,Illinois,Central,United States,60653,CA-2011-152618,2013-03-14,2013-03-17,First Class,575.0,2,0.3,156.0,0.27
Office Supplies,Paper,Xerox 1963,Xerox,Rick Bensley,Chicago,Illinois,Central,United States,60653,CA-2011-152618,2013-03-14,2013-03-17,First Class,8.0,2,0.2,3.0,0.31
Office Supplies,Paper,Xerox 1887,Xerox,Neil Französisch,Jacksonville,Florida,South,United States,32216,CA-2011-100293,2013-03-14,2013-03-18,Standard Class,91.0,6,0.2,32.0,0.35
Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",Other,Alan Shonely,Tampa,Florida,South,United States,33614,CA-2011-149958,2013-03-15,2013-03-19,Standard Class,143.0,1,0.2,18.0,0.13
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Eldon,Alan Shonely,Tampa,Florida,South,United States,33614,CA-2011-149958,2013-03-15,2013-03-19,Standard Class,46.0,3,0.2,5.0,0.11
Office Supplies,Binders,Insertable Tab Post Binder Dividers,Other,Alan Shonely,Tampa,Florida,South,United States,33614,CA-2011-149958,2013-03-15,2013-03-19,Standard Class,7.0,3,0.7,-6.0,-0.77
Office Supplies,Binders,GBC VeloBinder Manual Binding System,GBC,Alan Shonely,Tampa,Florida,South,United States,33614,CA-2011-149958,2013-03-15,2013-03-19,Standard Class,43.0,4,0.7,-32.0,-0.73
Office Supplies,Paper,Xerox 1889,Xerox,Alan Shonely,Tampa,Florida,South,United States,33614,CA-2011-149958,2013-03-15,2013-03-19,Standard Class,132.0,3,0.2,48.0,0.36
Technology,Phones,Polycom VoiceStation 500 Conference phone,Polycom,Kristina Nunn,Raleigh,North Carolina,South,United States,27604,CA-2011-157609,2013-03-16,2013-03-21,Second Class,472.0,2,0.2,29.0,0.06
Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Bionaire,Bradley Nguyen,Lakeville,Minnesota,Central,United States,55044,CA-2011-118339,2013-03-17,2013-03-24,Standard Class,94.0,2,0.0,37.0,0.39
Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Other,Bradley Nguyen,Lakeville,Minnesota,Central,United States,55044,CA-2011-118339,2013-03-17,2013-03-24,Standard Class,47.0,7,0.0,24.0,0.5
Office Supplies,Art,Newell 35,Newell,Bradley Nguyen,Lakeville,Minnesota,Central,United States,55044,CA-2011-118339,2013-03-17,2013-03-24,Standard Class,20.0,6,0.0,6.0,0.29
Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Wilson Jones,Bradley Nguyen,Lakeville,Minnesota,Central,United States,55044,CA-2011-118339,2013-03-17,2013-03-24,Standard Class,53.0,10,0.0,25.0,0.47
Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Avery,Bradley Nguyen,Lakeville,Minnesota,Central,United States,55044,CA-2011-118339,2013-03-17,2013-03-24,Standard Class,36.0,6,0.0,17.0,0.48
Furniture,Tables,Bretford Rectangular Conference Table Tops,Bretford,Christine Phan,New York City,New York,East,United States,10024,US-2011-148838,2013-03-17,2013-03-21,Standard Class,1580.0,7,0.4,-448.0,-0.28
Furniture,Tables,Balt Solid Wood Round Tables,Balt,Christine Phan,New York City,New York,East,United States,10024,US-2011-148838,2013-03-17,2013-03-21,Standard Class,1072.0,4,0.4,-554.0,-0.52
Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",Hon,Christine Phan,New York City,New York,East,United States,10024,US-2011-148838,2013-03-17,2013-03-21,Standard Class,614.0,3,0.4,-123.0,-0.2
Office Supplies,Paper,Xerox 1926,Xerox,Christine Phan,New York City,New York,East,United States,10024,US-2011-148838,2013-03-17,2013-03-21,Standard Class,35.0,7,0.0,16.0,0.47
Office Supplies,Paper,Xerox 1918,Xerox,Christine Phan,New York City,New York,East,United States,10024,US-2011-148838,2013-03-17,2013-03-21,Standard Class,155.0,4,0.0,76.0,0.49
Office Supplies,Art,Newell 333,Newell,Annie Zypern,Dallas,Texas,Central,United States,75217,CA-2011-158442,2013-03-17,2013-03-17,Same Day,4.0,2,0.2,0.0,0.08
Office Supplies,Paper,Xerox 1966,Xerox,Annie Zypern,Dallas,Texas,Central,United States,75217,CA-2011-158442,2013-03-17,2013-03-17,Same Day,5.0,1,0.2,2.0,0.36
Office Supplies,Paper,Xerox 1967,Xerox,Annie Zypern,Dallas,Texas,Central,United States,75217,CA-2011-158442,2013-03-17,2013-03-17,Same Day,16.0,3,0.2,5.0,0.35
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Acco,Mark Haberlin,Jackson,Mississippi,South,United States,39212,US-2011-164763,2013-03-17,2013-03-21,Standard Class,11.0,3,0.0,5.0,0.47
Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",GBC,Mark Haberlin,Jackson,Mississippi,South,United States,39212,US-2011-164763,2013-03-17,2013-03-21,Standard Class,30.0,2,0.0,15.0,0.49
Office Supplies,Paper,Xerox 1957,Xerox,Mark Haberlin,Jackson,Mississippi,South,United States,39212,US-2011-164763,2013-03-17,2013-03-21,Standard Class,13.0,2,0.0,6.0,0.49
Office Supplies,Paper,EcoTones Memo Sheets,Other,Mark Haberlin,Jackson,Mississippi,South,United States,39212,US-2011-164763,2013-03-17,2013-03-21,Standard Class,16.0,4,0.0,8.0,0.48
Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Belkin,Mark Haberlin,Jackson,Mississippi,South,United States,39212,US-2011-164763,2013-03-17,2013-03-21,Standard Class,33.0,3,0.0,8.0,0.26
Office Supplies,Paper,Xerox 1909,Xerox,Quincy Jones,Philadelphia,Pennsylvania,East,United States,19134,CA-2011-127859,2013-03-17,2013-03-20,Second Class,127.0,6,0.2,41.0,0.33
Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Hewlett-Packard,Sean Miller,Jacksonville,Florida,South,United States,32216,CA-2011-145317,2013-03-18,2013-03-23,Standard Class,821.0,4,0.5,-16.0,-0.02
Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,Cisco,Sean Miller,Jacksonville,Florida,South,United States,32216,CA-2011-145317,2013-03-18,2013-03-23,Standard Class,22638.0,6,0.5,-1811.0,-0.08
Office Supplies,Paper,Xerox 195,Xerox,Sean Miller,Jacksonville,Florida,South,United States,32216,CA-2011-145317,2013-03-18,2013-03-23,Standard Class,21.0,4,0.2,7.0,0.35
Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,Avery,Sean Miller,Jacksonville,Florida,South,United States,32216,CA-2011-145317,2013-03-18,2013-03-23,Standard Class,8.0,3,0.2,1.0,0.13
Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Executive Impressions,Sean Miller,Jacksonville,Florida,South,United States,32216,CA-2011-145317,2013-03-18,2013-03-23,Standard Class,31.0,2,0.2,8.0,0.26
Office Supplies,Fasteners,Staples,Other,Sean Miller,Jacksonville,Florida,South,United States,32216,CA-2011-145317,2013-03-18,2013-03-23,Standard Class,19.0,3,0.2,6.0,0.31
Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Dana,Sean Miller,Jacksonville,Florida,South,United States,32216,CA-2011-145317,2013-03-18,2013-03-23,Standard Class,122.0,3,0.2,15.0,0.13
Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bush,Eileen Kiefer,San Francisco,California,West,United States,94110,CA-2011-111871,2013-03-18,2013-03-21,Second Class,1198.0,10,0.15,70.0,0.06
Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Eldon,Sample Company A,Burbank,California,West,United States,91505,US-2011-131275,2013-03-18,2013-03-24,Standard Class,111.0,2,0.0,14.0,0.13
Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,Other,Sample Company A,Burbank,California,West,United States,91505,US-2011-131275,2013-03-18,2013-03-24,Standard Class,1280.0,4,0.2,416.0,0.33
Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,Tennsco,Sample Company A,Burbank,California,West,United States,91505,US-2011-131275,2013-03-18,2013-03-24,Standard Class,1856.0,7,0.0,334.0,0.18
Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,Cisco,Matt Connell,Lakeland,Florida,South,United States,33801,CA-2011-103989,2013-03-19,2013-03-21,First Class,324.0,3,0.2,28.0,0.09
Office Supplies,Labels,Avery 501,Avery,Matt Connell,Lakeland,Florida,South,United States,33801,CA-2011-103989,2013-03-19,2013-03-21,First Class,12.0,4,0.2,4.0,0.34
Office Supplies,Storage,Crate-A-Files,Other,Matt Connell,Lakeland,Florida,South,United States,33801,CA-2011-103989,2013-03-19,2013-03-21,First Class,26.0,3,0.2,2.0,0.07
Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",Avery,Matt Connell,Lakeland,Florida,South,United States,33801,CA-2011-103989,2013-03-19,2013-03-21,First Class,34.0,5,0.7,-26.0,-0.77
